SpeciesName	Compartment	IC	HGNC
pIIrIrI_int_IRS_G2_SOS_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_int_IRS_G2_SOS_SOCS1	Cytoplasm	0	
pEE1E2_PLCg_SOCS1	Cytoplasm	0	
pEE1Ev3_PLCg_SOCS1	Cytoplasm	0	
pEE1E1_PLCg_SOCS1	Cytoplasm	0	
pEE1EE1_PLCg_SOCS1	Cytoplasm	0	
pEE1E3_PLCg_SOCS1	Cytoplasm	0	
pEE1HE3_PLCg_SOCS1	Cytoplasm	0	
pEE1E4_PLCg_SOCS1	Cytoplasm	0	
pEE1HE4_PLCg_SOCS1	Cytoplasm	0	
pE2HE3_PLCg_SOCS1	Cytoplasm	0	
pHE3Ev3_PLCg_SOCS1	Cytoplasm	0	
pE1HE3_PLCg_SOCS1	Cytoplasm	0	
pHE3E4_PLCg_SOCS1	Cytoplasm	0	
pHE3HE4_PLCg_SOCS1	Cytoplasm	0	
pE2HE4_PLCg_SOCS1	Cytoplasm	0	
pHE4Ev3_PLCg_SOCS1	Cytoplasm	0	
pE1HE4_PLCg_SOCS1	Cytoplasm	0	
pE3HE4_PLCg_SOCS1	Cytoplasm	0	
pHE4E4_PLCg_SOCS1	Cytoplasm	0	
pHE4HE4_PLCg_SOCS1	Cytoplasm	0	
pHGF_Met_Met_PLCg_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Met_PLCg_SOCS1	Cytoplasm	0	
pPPrPPr_PLCg_SOCS1	Cytoplasm	0	
pPPrPr_PLCg_SOCS1	Cytoplasm	0	
pFFrFFr_PLCg_SOCS1	Cytoplasm	0	
pFFrFr_PLCg_SOCS1	Cytoplasm	0	
pIIrIr_IRS_PLCg_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_IRS_PLCg_SOCS1	Cytoplasm	0	
pIIrIrI_IRS_PLCg_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_IRS_PLCg_SOCS1	Cytoplasm	0	
pEE1E2_PI3K1_SOCS1	Cytoplasm	0	
pEE1Ev3_PI3K1_SOCS1	Cytoplasm	0	
pEE1E1_PI3K1_SOCS1	Cytoplasm	0	
pEE1EE1_PI3K1_SOCS1	Cytoplasm	0	
pEE1E3_PI3K1_SOCS1	Cytoplasm	0	
pEE1HE3_PI3K1_SOCS1	Cytoplasm	0	
pEE1E4_PI3K1_SOCS1	Cytoplasm	0	
pEE1HE4_PI3K1_SOCS1	Cytoplasm	0	
pE2HE3_PI3K1_SOCS1	Cytoplasm	0	
pHE3Ev3_PI3K1_SOCS1	Cytoplasm	0	
pE1HE3_PI3K1_SOCS1	Cytoplasm	0	
pHE3E4_PI3K1_SOCS1	Cytoplasm	0	
pHE3HE4_PI3K1_SOCS1	Cytoplasm	0	
pE2HE4_PI3K1_SOCS1	Cytoplasm	0	
pHE4Ev3_PI3K1_SOCS1	Cytoplasm	0	
pE1HE4_PI3K1_SOCS1	Cytoplasm	0	
pE3HE4_PI3K1_SOCS1	Cytoplasm	0	
pHE4E4_PI3K1_SOCS1	Cytoplasm	0	
pHE4HE4_PI3K1_SOCS1	Cytoplasm	0	
pHGF_Met_Met_PI3K1_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Met_PI3K1_SOCS1	Cytoplasm	0	
pPPrPPr_PI3K1_SOCS1	Cytoplasm	0	
pPPrPr_PI3K1_SOCS1	Cytoplasm	0	
pFFrFFr_PI3K1_SOCS1	Cytoplasm	0	
pFFrFr_PI3K1_SOCS1	Cytoplasm	0	
pIIrIr_IRS_PI3K1_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_IRS_PI3K1_SOCS1	Cytoplasm	0	
pIIrIrI_IRS_PI3K1_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_IRS_PI3K1_SOCS1	Cytoplasm	0	
pEE1E2_PI3K2_SOCS1	Cytoplasm	0	
pEE1Ev3_PI3K2_SOCS1	Cytoplasm	0	
pEE1E1_PI3K2_SOCS1	Cytoplasm	0	
pEE1EE1_PI3K2_SOCS1	Cytoplasm	0	
pEE1E3_PI3K2_SOCS1	Cytoplasm	0	
pEE1HE3_PI3K2_SOCS1	Cytoplasm	0	
pEE1E4_PI3K2_SOCS1	Cytoplasm	0	
pEE1HE4_PI3K2_SOCS1	Cytoplasm	0	
pE2HE3_PI3K2_SOCS1	Cytoplasm	0	
pHE3Ev3_PI3K2_SOCS1	Cytoplasm	0	
pE1HE3_PI3K2_SOCS1	Cytoplasm	0	
pHE3E4_PI3K2_SOCS1	Cytoplasm	0	
pHE3HE4_PI3K2_SOCS1	Cytoplasm	0	
pE2HE4_PI3K2_SOCS1	Cytoplasm	0	
pHE4Ev3_PI3K2_SOCS1	Cytoplasm	0	
pE1HE4_PI3K2_SOCS1	Cytoplasm	0	
pE3HE4_PI3K2_SOCS1	Cytoplasm	0	
pHE4E4_PI3K2_SOCS1	Cytoplasm	0	
pHE4HE4_PI3K2_SOCS1	Cytoplasm	0	
pHGF_Met_Met_PI3K2_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Met_PI3K2_SOCS1	Cytoplasm	0	
pPPrPPr_PI3K2_SOCS1	Cytoplasm	0	
pPPrPr_PI3K2_SOCS1	Cytoplasm	0	
pFFrFFr_PI3K2_SOCS1	Cytoplasm	0	
pFFrFr_PI3K2_SOCS1	Cytoplasm	0	
pIIrIr_IRS_PI3K2_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_IRS_PI3K2_SOCS1	Cytoplasm	0	
pIIrIrI_IRS_PI3K2_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_IRS_PI3K2_SOCS1	Cytoplasm	0	
pEE1E2int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1Ev3int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1E1int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1EE1int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1E3int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1HE3int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1E4int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1HE4int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pE2HE3int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE3Ev3int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pE1HE3int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE3E4int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE3HE4int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pE2HE4int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE4Ev3int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pE1HE4int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pE3HE4int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE4E4int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE4HE4int_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHGF_Met_Metint_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Metint_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pPPrPPrint_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pPPrPrint_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pFFrFFrint_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pFFrFrint_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pIIrIr_int_IRS_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_int_IRS_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pIIrIrI_int_IRS_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1E2_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1Ev3_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1E1_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1EE1_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1E3_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1HE3_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1E4_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1HE4_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pE2HE3_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE3Ev3_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pE1HE3_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE3E4_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE3HE4_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pE2HE4_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE4Ev3_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pE1HE4_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pE3HE4_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE4E4_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHE4HE4_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHGF_Met_Met_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Met_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pPPrPPr_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pPPrPr_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pFFrFFr_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pFFrFr_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pIIrIr_IRS_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_IRS_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pIIrIrI_IRS_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_IRS_G2_SOS_RasD_SOCS1	Cytoplasm	0	
pEE1E2_PLCg_PIP2_SOCS1	Cytoplasm	0	
pEE1Ev3_PLCg_PIP2_SOCS1	Cytoplasm	0	
pEE1E1_PLCg_PIP2_SOCS1	Cytoplasm	0	
pEE1EE1_PLCg_PIP2_SOCS1	Cytoplasm	0	
pEE1E3_PLCg_PIP2_SOCS1	Cytoplasm	0	
pEE1HE3_PLCg_PIP2_SOCS1	Cytoplasm	0	
pEE1E4_PLCg_PIP2_SOCS1	Cytoplasm	0	
pEE1HE4_PLCg_PIP2_SOCS1	Cytoplasm	0	
pE2HE3_PLCg_PIP2_SOCS1	Cytoplasm	0	
pHE3Ev3_PLCg_PIP2_SOCS1	Cytoplasm	0	
pE1HE3_PLCg_PIP2_SOCS1	Cytoplasm	0	
pHE3E4_PLCg_PIP2_SOCS1	Cytoplasm	0	
pHE3HE4_PLCg_PIP2_SOCS1	Cytoplasm	0	
pE2HE4_PLCg_PIP2_SOCS1	Cytoplasm	0	
pHE4Ev3_PLCg_PIP2_SOCS1	Cytoplasm	0	
pE1HE4_PLCg_PIP2_SOCS1	Cytoplasm	0	
pE3HE4_PLCg_PIP2_SOCS1	Cytoplasm	0	
pHE4E4_PLCg_PIP2_SOCS1	Cytoplasm	0	
pHE4HE4_PLCg_PIP2_SOCS1	Cytoplasm	0	
pHGF_Met_Met_PLCg_PIP2_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Met_PLCg_PIP2_SOCS1	Cytoplasm	0	
pPPrPPr_PLCg_PIP2_SOCS1	Cytoplasm	0	
pPPrPr_PLCg_PIP2_SOCS1	Cytoplasm	0	
pFFrFFr_PLCg_PIP2_SOCS1	Cytoplasm	0	
pFFrFr_PLCg_PIP2_SOCS1	Cytoplasm	0	
pIIrIr_IRS_PLCg_PIP2_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_IRS_PLCg_PIP2_SOCS1	Cytoplasm	0	
pIIrIrI_IRS_PLCg_PIP2_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_IRS_PLCg_PIP2_SOCS1	Cytoplasm	0	
pEE1E2_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pEE1Ev3_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pEE1E1_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pEE1EE1_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pEE1E3_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pEE1HE3_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pEE1E4_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pEE1HE4_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pE2HE3_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pHE3Ev3_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pE1HE3_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pHE3E4_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pHE3HE4_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pE2HE4_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pHE4Ev3_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pE1HE4_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pE3HE4_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pHE4E4_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pHE4HE4_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pHGF_Met_Met_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Met_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pPPrPPr_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pPPrPr_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pFFrFFr_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pFFrFr_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pIIrIr_IRS_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_IRS_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pIIrIrI_IRS_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_IRS_PI3K1_PIP2_SOCS1	Cytoplasm	0	
pEE1E2_PI3K2_PIP_SOCS1	Cytoplasm	0	
pEE1Ev3_PI3K2_PIP_SOCS1	Cytoplasm	0	
pEE1E1_PI3K2_PIP_SOCS1	Cytoplasm	0	
pEE1EE1_PI3K2_PIP_SOCS1	Cytoplasm	0	
pEE1E3_PI3K2_PIP_SOCS1	Cytoplasm	0	
pEE1HE3_PI3K2_PIP_SOCS1	Cytoplasm	0	
pEE1E4_PI3K2_PIP_SOCS1	Cytoplasm	0	
pEE1HE4_PI3K2_PIP_SOCS1	Cytoplasm	0	
pE2HE3_PI3K2_PIP_SOCS1	Cytoplasm	0	
pHE3Ev3_PI3K2_PIP_SOCS1	Cytoplasm	0	
pE1HE3_PI3K2_PIP_SOCS1	Cytoplasm	0	
pHE3E4_PI3K2_PIP_SOCS1	Cytoplasm	0	
pHE3HE4_PI3K2_PIP_SOCS1	Cytoplasm	0	
pE2HE4_PI3K2_PIP_SOCS1	Cytoplasm	0	
pHE4Ev3_PI3K2_PIP_SOCS1	Cytoplasm	0	
pE1HE4_PI3K2_PIP_SOCS1	Cytoplasm	0	
pE3HE4_PI3K2_PIP_SOCS1	Cytoplasm	0	
pHE4E4_PI3K2_PIP_SOCS1	Cytoplasm	0	
pHE4HE4_PI3K2_PIP_SOCS1	Cytoplasm	0	
pHGF_Met_Met_PI3K2_PIP_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Met_PI3K2_PIP_SOCS1	Cytoplasm	0	
pPPrPPr_PI3K2_PIP_SOCS1	Cytoplasm	0	
pPPrPr_PI3K2_PIP_SOCS1	Cytoplasm	0	
pFFrFFr_PI3K2_PIP_SOCS1	Cytoplasm	0	
pFFrFr_PI3K2_PIP_SOCS1	Cytoplasm	0	
pIIrIr_IRS_PI3K2_PIP_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_IRS_PI3K2_PIP_SOCS1	Cytoplasm	0	
pIIrIrI_IRS_PI3K2_PIP_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_IRS_PI3K2_PIP_SOCS1	Cytoplasm	0	
m_TP53	Cytoplasm	0.002529984	TP53
m_MDM2	Cytoplasm	0.0158124	MDM2
m_PPM1D	Cytoplasm	0.000632496	PPM1D
m_ATM	Cytoplasm	0.000948744	ATM
m_ATR	Cytoplasm	0.000632496	ATR
m_RB1	Cytoplasm	0.005376217	RB1
m_E2F1	Cytoplasm	0.005376217	E2F1
m_E2F2	Cytoplasm	0.005376217	E2F2
m_E2F3	Cytoplasm	0.005376217	E2F3
m_CCND1	Cytoplasm	0.001897488	CCND1
m_CCND2	Cytoplasm	0.000316248	CCND2
m_CCND3	Cytoplasm	0.000632496	CCND3
m_CCNE1	Cytoplasm	0.005376217	CCNE1
m_CCNE2	Cytoplasm	0.005376217	CCNE2
m_SKP2	Cytoplasm	0.005376217	SKP2
m_CDC25A	Cytoplasm	0.005376217	CDC25A
m_CDC25B	Cytoplasm	0.005376217	CDC25B
m_CDC25C	Cytoplasm	0.005376217	CDC25C
m_CCNA2	Cytoplasm	0.005376217	CCNA2
m_CDKN1B	Cytoplasm	0.005376217	CDKN1B
m_CDH1	Cytoplasm	0.005376217	CDH1
m_CCNB1	Cytoplasm	0.005376217	CCNB1
m_CDC20	Cytoplasm	0.005376217	CDC20
m_WEE1	Cytoplasm	0.005376217	WEE1
m_CHEK1	Cytoplasm	0.005376217	CHEK1
m_CDKN1A	Cytoplasm	0.003794976	CDKN1A
m_CDK1	Cytoplasm	0.01391491	CDK1
m_CDK2	Cytoplasm	0.000632496	CDK2
m_CDK4	Cytoplasm	0.003478728	CDK4
m_CDK6	Cytoplasm	0.002213736	CDK6
m_TNFSF10	Cytoplasm	0	TNFSF10
m_TNFRSF10A	Cytoplasm	0.000316248	TNFRSF10A
m_TNFRSF10B	Cytoplasm	0.004111224	TNFRSF10B
m_CFLAR	Cytoplasm	0.00316248	CFLAR
m_CASP8	Cytoplasm	0.002529984	CASP8
m_CASP10	Cytoplasm	0.00158124	CASP10
m_BFAR	Cytoplasm	0.01138493	BFAR
m_CASP3	Cytoplasm	0.004111224	CASP3
m_CASP7	Cytoplasm	0.007273705	CASP7
m_CASP6	Cytoplasm	0.008538697	CASP6
m_XIAP	Cytoplasm	0.00158124	XIAP
m_PARP1	Cytoplasm	0.006641209	PARP1
m_BID	Cytoplasm	0.00474372	BID
m_BCL2	Cytoplasm	0	BCL2
m_BCL2L1	Cytoplasm	0.000948744	BCL2L1
m_MCL1	Cytoplasm	0.006641209	MCL1
m_BAX	Cytoplasm	0.000948744	BAX
m_CYCS	Cytoplasm	0.02909482	CYCS
m_DIABLO	Cytoplasm	0.002846232	DIABLO
m_APAF1	Cytoplasm	0.000632496	APAF1
m_CASP9	Cytoplasm	0.000632496	CASP9
m_BAD	Cytoplasm	0.004111224	BAD
m_BBC3	Cytoplasm	0.000316248	BBC3
m_PMAIP1	Cytoplasm	0.001264992	PMAIP1
m_BCL2L11	Cytoplasm	0.000948744	BCL2L11
m_EGF	Cytoplasm	0	EGF
m_NRG1	Cytoplasm	0	NRG1
m_EGFR	Cytoplasm	0.002529984	EGFR
m_ERBB2	Cytoplasm	0.001264992	ERBB2
m_ERBB3	Cytoplasm	0.005376217	ERBB3
m_ERBB4	Cytoplasm	0	ERBB4
m_EGFRvIII	Cytoplasm	0	EGFRvIII
m_MET	Cytoplasm	0.005692465	MET
m_HGF	Cytoplasm	0	HGF
m_PDGFRA	Cytoplasm	0.000316248	PDGFRA
m_PDGFRB	Cytoplasm	0.000316248	PDGFRB
m_PDGFB	Cytoplasm	0	PDGFB
m_SPRY2	Cytoplasm	0.000632496	SPRY2
m_CBL	Cytoplasm	0.000948744	CBL
m_GRB2	Cytoplasm	0.00158124	GRB2
m_PLCG1	Cytoplasm	0.000316248	PLCG1
m_PLCG2	Cytoplasm	0.000316248	PLCG2
m_PIK3CA	Cytoplasm	0.000632496	PIK3CA
m_PIK3CB	Cytoplasm	0.000632496	PIK3CB
m_PIK3CG	Cytoplasm	0	PIK3CG
m_PIK3CD	Cytoplasm	0	PIK3CD
m_PIK3R1	Cytoplasm	0.000632496	PIK3R1
m_PIK3R2	Cytoplasm	0.000316248	PIK3R2
m_PIK3R3	Cytoplasm	0.002846232	PIK3R3
m_PIK3R4	Cytoplasm	0.000316248	PIK3R4
m_PIK3C2A	Cytoplasm	0.00158124	PIK3C2A
m_RASGRP1	Cytoplasm	0	RASGRP1
m_RASGRP3	Cytoplasm	0.000316248	RASGRP3
m_NRAS	Cytoplasm	0.004427472	NRAS
m_KRAS	Cytoplasm	0.002529984	KRAS
m_HRAS	Cytoplasm	0.000948744	HRAS
m_NF1	Cytoplasm	0.001264992	NF1
m_RAF1	Cytoplasm	0.001897488	RAF1
m_BRAF	Cytoplasm	0.000316248	BRAF
m_MAP2K1	Cytoplasm	0.000632496	MAP2K1
m_MAP2K2	Cytoplasm	0.000948744	MAP2K2
m_DUSP6	Cytoplasm	0.000316248	DUSP6
m_RPS6KA1	Cytoplasm	0.000316248	RPS6KA1
m_RPS6KA2	Cytoplasm	0.000632496	RPS6KA2
m_RPS6KA3	Cytoplasm	0.001264992	RPS6KA3
m_RPS6KA4	Cytoplasm	0.000316248	RPS6KA4
m_DUSP1	Cytoplasm	0.000948744	DUSP1
m_FOS	Cytoplasm	0.000948744	FOS
m_JUN	Cytoplasm	0.002213736	JUN
m_MYC	Cytoplasm	0.000632496	MYC
m_CTNNB1	Cytoplasm	0.01043619	CTNNB1
m_PTEN	Cytoplasm	0.007273705	PTEN
m_AKT1	Cytoplasm	0.000316248	AKT1
m_AKT2	Cytoplasm	0.000948744	AKT2
m_PDPK1	Cytoplasm	0.000948744	PDPK1
m_RICTOR	Cytoplasm	0.001264992	RICTOR
m_MTOR	Cytoplasm	0.000316248	MTOR
m_GSK3B	Cytoplasm	0.000948744	GSK3B
m_TSC1	Cytoplasm	0.001264992	TSC1
m_TSC2	Cytoplasm	0.000316248	TSC2
m_PRKCA	Cytoplasm	0.000632496	PRKCA
m_PRKCB	Cytoplasm	0.000316248	PRKCB
m_PRKCG	Cytoplasm	0	PRKCG
m_PRKCD	Cytoplasm	0.000948744	PRKCD
m_PEBP1	Cytoplasm	0.01170118	PEBP1
m_MAPK1	Cytoplasm	0.001897488	MAPK1
m_MAPK3	Cytoplasm	0.000632496	MAPK3
m_FOXO3	Cytoplasm	0.001264992	FOXO3
m_RHEB	Cytoplasm	0.009803689	RHEB
m_RPTOR	Cytoplasm	0.000316248	RPTOR
m_RPS6KB1	Cytoplasm	0.000948744	RPS6KB1
m_RPS6KB2	Cytoplasm	0.000632496	RPS6KB2
m_EIF4EBP1	Cytoplasm	0.01201743	EIF4EBP1
m_SOS1	Cytoplasm	0.000948744	SOS1
m_CDKN2A	Cytoplasm	0	CDKN2A
m_MDM4	Cytoplasm	0.002213736	MDM4
m_FGFR1	Cytoplasm	0.000316248	FGFR1
m_FGFR2	Cytoplasm	0.000632496	FGFR2
m_FGF1	Cytoplasm	0	FGF1
m_FGF2	Cytoplasm	0	FGF2
m_EIF4E	Cytoplasm	0.01201743	EIF4E
m_IRS1	Cytoplasm	0.000948744	IRS1
m_IRS2	Cytoplasm	0.000632496	IRS2
m_IGF1	Cytoplasm	0	IGF1
m_IGF2	Cytoplasm	0	IGF2
m_IGF1R	Cytoplasm	0.000948744	IGF1R
m_MSH6	Cytoplasm	0.00158124	MSH6
m_BRCA2	Cytoplasm	0.000632496	BRCA2
m_MGMT	Cytoplasm	0.00158124	MGMT
m_INSR	Cytoplasm	0.001897488	INSR
m_INS	Cytoplasm	0	INS
m_IFNG	Cytoplasm	0	IFNG
m_IFR	Cytoplasm	0.001944966	IFNGR2
m_JAK	Cytoplasm	0.003059889	JAK
m_STAT1	Cytoplasm	0.002514124	STAT1
m_SHP2	Cytoplasm	0.00517139	SHP2
m_PPN	Cytoplasm	0.002585695	PPN
m_PPX	Cytoplasm	0.002585695	PPX
m_SOCS1	Cytoplasm	0	SOCS1
